planet,planet_mass_mjup,planet_radius_rjup,star_distance_AU,temp_calculated_K,star_name,star_mass_msun,star_radius_rsun,star_age_Gy,star_teff_K
GJ 273 c,0.00374,,0.036,,GJ 273,0.29,0.293,,3382.0
GJ 273 d,0.03448,,0.712,,GJ 273,0.29,0.293,,3382.0
GJ 273 e,0.0297,,0.849,,GJ 273,0.29,0.293,,3382.0
GJ 3021 b,3.37,,0.49,,GJ 3021,0.9,0.9,8.77,5540.0
GJ 3082 b,0.02759,,0.079,,GJ 3082,0.47,,,
GJ 3090 b,0.01051,0.19,0.03165,692.0,GJ 3090,0.519,0.516,,3556.0
GJ 3138 b,0.0132,,0.057,,GJ 3138,0.681,0.5,,3717.0
GJ 3138 c,0.0056,,0.0197,,GJ 3138,0.681,0.5,,3717.0
GJ 3138 d,0.033,,0.698,,GJ 3138,0.681,0.5,,3717.0
GJ 317 b,1.7528,,1.151,,GJ 317,0.42,,,3510.0
GJ 317 c,1.644,,5.23,,GJ 317,0.42,,,3510.0
GJ 3222 Ab,0.036,,0.091,,GJ 3222 A,0.86,,3.7,5257.46
GJ 3222 Ac,52.213,,2.391,,GJ 3222 A,0.86,,3.7,5257.46
GJ 328 b,2.3,,4.5,,GJ 328,0.69,,,3900.0
GJ 328 c,0.0673,,0.657,,GJ 328,0.69,,,3900.0
GJ 3293 b,0.07406,,0.14339,,GJ 3293,0.42,0.404,,3466.0
GJ 3293 c,0.06636,,0.36175,,GJ 3293,0.42,0.404,,3466.0
GJ 3293 d,0.024,,0.194,,GJ 3293,0.42,0.404,,3466.0
GJ 3293 e,0.0103,,0.0821,,GJ 3293,0.42,0.404,,3466.0
GJ 3323 b,0.00636,,0.03282,,GJ 3323,0.164,0.119,,3159.0
GJ 3323 c,0.00727,,0.1264,,GJ 3323,0.164,0.119,,3159.0
GJ 3341 b,0.35717,,0.089,,GJ 3341,0.47,0.349,,3526.0
GJ 338 Bb,0.0327,,0.142,,GJ 338 B,0.64,0.58,4.0,4005.0
GJ 341 b,0.00227,0.0821,0.0608,540.0,GJ 341,0.522,0.525,,3745.0
GJ 3470 b,0.03546,0.38826,0.03557,590.0,GJ 3470,0.51,0.48,1.6,3652.0
GJ 3473 b,0.00585,0.11277,0.01589,773.0,GJ 3473,0.36,0.364,,3347.0
GJ 3473 c,0.0214,,0.0876,329.0,GJ 3473,0.36,0.364,,3347.0
GJ 3512 b,0.46,,0.337,,GJ 3512,0.123,0.139,,3081.0
GJ 3512 c,0.2,,1.292,,GJ 3512,0.123,0.139,,3081.0
GJ 357 b,0.006566,0.10411,0.033,525.0,GJ 357,0.342,0.337,,3505.0
GJ 357 c,0.01158,,0.0607,401.0,GJ 357,0.342,0.337,,3505.0
GJ 357 d,0.0227,,0.204,220.0,GJ 357,0.342,0.337,,3505.0
GJ 3634 b,0.026,,0.0287,,GJ 3634,0.45,0.43,,
GJ 367  b,0.001718,0.0526,0.0069,1416.0,GJ 367,0.454,0.457,,3522.0
GJ 367 c,0.01284,,,,GJ 367,0.454,0.457,,3522.0
GJ 367 d,0.01897,,,,GJ 367,0.454,0.457,,3522.0
GJ 3779 b,0.0252,,0.026,,GJ 3779,0.27,0.281,,3324.0
GJ 3929 b,0.00381,0.1026,0.02569,569.0,GJ 3929,0.309,0.35,,3369.0
GJ 3929 c,0.01658,,0.078,326.5,GJ 3929,0.309,0.35,,3369.0
GJ 393 b,0.00538,,0.05402,485.0,GJ 393,0.426,0.426,,3579.0
GJ 3942 b,0.0225,,0.0608,,GJ 3942,0.63,0.61,,3867.0
GJ 3988 b,0.01161,,0.0405,349.0,GJ 3988,0.1842,0.19734,,3273.0
GJ 3998 b,0.00777,,0.029,,GJ 3998,0.5,0.49,,3722.0
GJ 3998 c,0.0197,,0.089,,GJ 3998,0.5,0.49,,3722.0
GJ 414 A b,0.02762,0.2632,0.24,303.7,GJ 414 A,0.65,0.68,12.4,4120.0
GJ 414 A c,0.17705,0.7833,1.43,123.3,GJ 414 A,0.65,0.68,12.4,4120.0
GJ 422 b,0.03285,,0.111,,GJ 422,0.35,,,3323.0
GJ 4276 b,0.0481,,0.082,,GJ 4276,0.406,0.407,6.9,3387.0
GJ 4276 c,0.0135,,0.052,,GJ 4276,0.406,0.407,6.9,3387.0
GJ 433 b,0.01869,,0.062,,GJ 433,0.48,,,3600.0
GJ 433 c,0.09055,,4.692,,GJ 433,0.48,,,3600.0
GJ 433 d,0.01554,,0.178,,GJ 433,0.48,,,3600.0
GJ 436 b,0.05836,0.32519,0.02887,580.0,GJ 436,0.452,0.464,6.0,3684.0
GJ 463 b,3.6,,3.53,,GJ 463,0.49,0.49,,3540.0
GJ 480 b,0.0415,,0.068,,GJ 480,,,,
GJ 486 b,0.00887,0.11643,0.01734,700.0,GJ 486,0.323,0.328,,3340.0
GJ 536 b,0.0169,,0.06661,,GJ 536,0.52,0.5,,3685.0
GJ 570 D,42.5,0.855,1500.0,810.0,GJ 570 ABC,0.802,,,4758.0
GJ 581 b,0.04782,,0.041,,GJ 581,0.31,0.3,8.0,3498.0
GJ 581 c,0.017783,,0.074,,GJ 581,0.31,0.3,8.0,3498.0
GJ 581 e,0.005214,,0.029,,GJ 581,0.31,0.3,8.0,3498.0
GJ 625 b,0.0095,,0.078399,,GJ 625,0.3,0.31,,3499.0
GJ 649 b,0.328,,1.135,,GJ 649,0.54,,,3700.0
GJ 649 c,0.03,,0.043,,GJ 649,0.54,,,3700.0
GJ 667 C b,0.0176,,0.0505,,GJ 667 C,0.33,,2.0,3600.0
GJ 667 C c,0.012,,0.125,,GJ 667 C,0.33,,2.0,3600.0
GJ 667 C e,0.0085,,0.213,,GJ 667 C,0.33,,2.0,3600.0
GJ 667 C f,0.0085,,0.156,,GJ 667 C,0.33,,2.0,3600.0
GJ 667 C g,0.0145,,0.549,,GJ 667 C,0.33,,2.0,3600.0
GJ 674 b,0.04,1.13,0.039,,GJ 674,0.35,,0.55,3600.0
GJ 676 Ab,5.792,,1.735,,GJ 676 A,0.71,,,
GJ 676 Ac,13.492,,9.726,,GJ 676 A,0.71,,,
GJ 676 Ad,0.014,,0.0413,,GJ 676 A,0.71,,,
GJ 676 Ae,0.036,,0.187,,GJ 676 A,0.71,,,
GJ 682 b,0.013843879,,0.08,,GJ 682,0.27,,,3028.0
GJ 682 c,0.027365121,,0.176,,GJ 682,0.27,,,3028.0
GJ 685 b,0.0283,,0.1344,,GJ 685,0.55,0.54,,3816.0
GJ 687 b,0.0541,,0.163,,GJ 687,0.413,0.4183,,3413.0
GJ 687 c,0.05,,1.165,,GJ 687,0.413,0.4183,,3413.0
GJ 720 Ab,0.04292,,0.119,309.0,GJ 720 A,0.57,0.56,,3837.0
GJ 724 b,0.03382,,0.04685,643.0,GJ 724,0.5271,0.52226,,3799.0
GJ 740 b,0.00931,,0.029,829.0,GJ 740,,,,
GJ 752 A b,0.0384,,0.3357,,GJ 752 A,0.45,0.453,5.5,3557.0
GJ 758 b,37.9,,33.0,741.0,GJ 758,0.97,0.88,8.2,5425.0
GJ 785 b,0.0532,,0.32,355.0,GJ 785,0.78,0.68,,5144.0
GJ 785 c,0.076,,1.18,185.0,GJ 785,0.78,0.68,,5144.0
GJ 832 b,0.74,,3.6,,GJ 832,0.45,,,
GJ 849 b,0.9,,2.35,,GJ 849,0.49,0.52,,
GJ 849 c,0.77,,,,GJ 849,0.49,0.52,,
GJ 86 b,4.27,,0.1177,,GJ 86,0.8,0.855,2.03,5350.0
GJ 876 b,3.6,,0.214,,GJ 876,0.334,0.36,2.5,3350.0
GJ 876 c,0.698,,0.134,,GJ 876,0.334,0.36,2.5,3350.0
GJ 876 d,0.021741,,0.021,,GJ 876,0.334,0.36,2.5,3350.0
GJ 876 e,0.04855,,0.345,,GJ 876,0.334,0.36,2.5,3350.0
GJ 887 b,0.0132,,0.068,468.0,GJ 887,0.489,0.4712,,3688.0
GJ 887 c,0.0239,,0.12,352.0,GJ 887,0.489,0.4712,,3688.0
GJ 896A b,2.26,,0.64282,,GJ 896A,0.43589,,,
GJ 900 (ABC)b,11.0,,12000.0,,GJ 900,0.675,0.716,0.2,
GJ 9066 c,0.23,,0.88,,GJ 9066,0.15,0.164,,3154.0
GJ 9404 b,0.0374,,0.0943,,GJ 9404,0.62,,,1432.0
GJ 9689 b,0.03036,,0.1139,450.0,GJ 9689,0.59,0.57,8.9,3836.0
GJ 96 b,0.06186,,0.291,,GJ 96,0.6,,,3785.0
GJ 9714 Ab,9.403,,12.319,,GJ 9714 A,0.67,0.662,,4263.0
GJ 9827 b,0.01532,0.13641,0.01866,1043.5,GJ 9827,0.659,0.651,,4255.0
GJ 9827 c,0.00604,0.107,0.03896,721.9,GJ 9827,0.659,0.651,,4255.0
GJ 9827 d,0.01076,0.17441,0.0555,604.9,GJ 9827,0.659,0.651,,4255.0
[GKH94]41,49.0,,,,[GKH94]41,,,,
Gl 378 b,0.04097,,0.039435,,Gl 378,0.56,0.56,,3879.0
Gl 514 b,0.0164,,0.422,202.0,Gl 514,0.51,0.5,,3714.0
Gl 569B b,20.0,,,,Gl 569B,0.35,,,
Gl 686 b,0.02029,,0.0912,379.0,Gl 686,0.42,0.42,,3663.0
GLASS-JWST-BD1,31.0,,,,,,,,
Gliese 12 b,0.00494,0.0919,0.066,287.0,Gliese 12,0.241,0.269,7.0,3253.0
Gliese 49 Ab,0.01771,,0.0905,,Gliese 49 A,0.515,0.511,,3805.0
GP Com b,26.2,,,,GP Com,0.33,,,
GPX-1 b,19.7,1.47,0.0338,2300.0,GPX-1,1.68,1.56,0.27,7000.0
GQ Lup b,31.0,4.6,32.0,,GQ Lup,0.7,,0.001,
GSC 08047-00232 b,25.0,,,,GSC 08047-00232,0.8,,0.03,
GSC 6214-210 b,17.0,,320.0,,GSC 6214-210,0.6,,0.011,
GU Psc b,11.0,1.35,2000.0,1050.0,GU Psc,0.35,,0.1,
HAT-P-10 A b,0.46,1.045,0.0439,,HAT-P-10 A,0.82,0.81,11.2,4980.0
HAT-P-11 b,0.0736,0.389,0.053,750.0,HAT-P-11,0.809,0.683,6.5,4780.0
HAT-P-11 c,3.06,,4.19,,HAT-P-11,0.809,0.683,6.5,4780.0
HAT-P-12 b,0.210489885,0.949,0.0384,965.0,HAT-P-12,0.73,0.7,2.5,4650.0
HAT-P-13 b,0.85,1.28,0.0426,,HAT-P-13,1.22,1.56,5.0,5638.0
HAT-P-13 c,14.28,,1.186,,HAT-P-13,1.22,1.56,5.0,5638.0
HAT-P-14 b,2.444,1.01,0.0606,,HAT-P-14,1.386,1.468,1.3,6600.0
HAT-P-15 b,1.946,1.072,0.0964,,HAT-P-15,1.013,1.08,6.8,5568.0
HAT-P-16 b,4.193,1.289,0.0413,,HAT-P-16,1.218,1.237,2.0,6158.0
HAT-P-17 b,0.534,1.01,0.0882,,HAT-P-17,0.857,0.837,7.8,5246.0
HAT-P-17 c,1.4,,2.75,,HAT-P-17,0.857,0.837,7.8,5246.0
HAT-P-18 b,0.183,0.947,0.0559,841.0,HAT-P-18,0.77,0.717,12.4,4870.0
HAT-P-19 b,0.292,1.132,0.0466,,HAT-P-19,0.842,0.82,8.8,4990.0
HAT-P-1 b,0.525,1.319,0.05561,1322.0,HAT-P-1,1.151,1.174,3.6,5980.0
HAT-P-20 b,7.246,0.867,0.0361,,HAT-P-20,0.756,0.694,6.7,4595.0
HAT-P-21 b,4.063,1.024,0.0494,,HAT-P-21,0.947,1.105,10.2,5588.0
HAT-P-22 b,2.147,1.08,0.0414,,HAT-P-22,0.916,1.04,12.4,5302.0
HAT-P-23 b,2.09,1.368,0.0232,,HAT-P-23,1.13,1.29,4.0,5924.0
HAT-P-24 b,0.685,1.242,0.0465,,HAT-P-24,1.191,1.317,2.8,6373.0
HAT-P-25 b,0.567,1.19,0.0466,,HAT-P-25,1.01,0.959,3.2,5500.0
HAT-P-26 b,0.0585,0.57,0.0479,590.0,HAT-P-26,0.816,0.788,9.0,5079.0
HAT-P-27 b,0.66,1.055,0.0403,,HAT-P-27,0.945,0.898,4.4,5300.0
HAT-P-28 b,0.626,1.212,0.0434,,HAT-P-28,1.025,1.103,6.1,5680.0
HAT-P-29 b,0.778,1.107,0.0667,,HAT-P-29,1.207,1.224,2.2,6087.0
HAT-P-2 b,8.74,0.951,0.0674,,HAT-P-2,1.34,1.54,2.7,6414.0
HAT-P-2 c,104.0,,4.0,,HAT-P-2,1.34,1.54,2.7,6414.0
HAT-P-30 b,0.711,1.34,0.0419,,HAT-P-30,1.18,1.33,1.0,6250.0
HAT-P-31 b,2.171,1.07,0.055,,HAT-P-31,1.218,1.36,3.17,6065.0
HAT-P-32 b,0.75,1.789,0.03427,,HAT-P-32,1.176,1.387,3.8,6001.0
HAT-P-33 b,0.763,1.827,0.0503,,HAT-P-33,1.403,1.777,2.4,6401.0
HAT-P-34 b,3.328,1.107,0.0677,,HAT-P-34,1.36,1.45,1.7,6509.0
HAT-P-35 b,1.054,1.332,0.0498,,HAT-P-35,1.236,1.435,3.5,6096.0
HAT-P-36 b,1.832,1.264,0.0238,,HAT-P-36,1.022,1.096,6.6,5580.0
HAT-P-37 b,1.169,1.178,0.0379,,HAT-P-37,0.929,0.877,3.6,5500.0
HAT-P-38 b,0.267,0.825,0.0523,,HAT-P-38,0.886,0.923,10.1,5330.0
HAT-P-39 b,0.599,1.571,0.0509,,HAT-P-39,1.404,1.625,2.0,6430.0
HAT-P-3 b,0.591,0.827,0.03866,,HAT-P-3,0.917,0.799,1.6,5224.0
HAT-P-40 b,0.615,1.73,0.0608,,HAT-P-40,1.512,2.206,2.7,6080.0
HAT-P-41 b,0.8,1.685,0.0426,,HAT-P-41,1.28,1.19,2.2,6479.0
HAT-P-42 b,0.975,1.277,0.0575,1427.0,HAT-P-42,1.179,1.528,5.1,5743.0
HAT-P-43 b,0.66,1.283,0.0443,1361.0,HAT-P-43,1.048,1.104,5.7,5645.0
HAT-P-44 b,0.392,1.28,0.0507,,HAT-P-44,0.939,0.979,8.9,5295.0
HAT-P-44 c,1.6,,0.699,,HAT-P-44,0.939,0.979,8.9,5295.0
HAT-P-45 b,0.892,1.426,0.0452,,HAT-P-45,1.259,1.319,2.0,6330.0
HAT-P-46 b,0.493,1.284,0.0577,,HAT-P-46,1.284,1.396,2.5,6120.0
HAT-P-46 c,2.0,,0.387,,HAT-P-46,1.284,1.396,2.5,6120.0
HAT-P-47 b,0.206,1.313,0.0615,,HAT-P-47,1.387,1.515,1.5,6703.0
HAT-P-48 b,0.168,1.131,0.0543,,HAT-P-48,1.099,1.223,4.7,5946.0
HAT-P-49 b,1.73,1.413,0.0438,2131.0,HAT-P-49,1.543,1.833,1.5,6820.0
HAT-P-4 b,0.68,1.27,0.0446,,HAT-P-4,1.26,1.59,4.2,5890.0
HAT-P-50 b,1.36,1.288,0.0453,1862.0,HAT-P-50,1.273,1.698,3.37,6280.0
HAT-P-51 b,0.309,1.293,0.05069,1192.0,HAT-P-51,0.976,1.041,8.2,5449.0
HAT-P-52 b,0.819,1.009,0.03694,1218.0,HAT-P-52,0.887,0.893,9.4,5131.0
HAT-P-53 b,1.487,1.318,0.03159,1778.0,HAT-P-53,1.093,1.209,4.67,5956.0
HAT-P-54 b,0.76,0.944,0.04117,,HAT-P-54,0.645,0.617,3.9,4390.0
HAT-P-55 b,0.582,1.182,0.04604,1313.0,HAT-P-55,1.013,1.011,4.2,5808.0
HAT-P-56 b,2.31,1.51,0.0423,1840.0,HAT-P-56,1.42,1.47,2.01,6566.0
HAT-P-57 b,1.85,1.413,0.0406,2200.0,HAT-P-57,1.47,1.5,1.0,7500.0
HAT-P-58 b,0.372,1.332,0.04994,1622.0,HAT-P-58,1.031,1.53,7.11,5931.0
HAT-P-59 b,1.54,1.123,0.05064,1277.0,HAT-P-59,1.0,1.1,7.3,5678.0
HAT-P-5 b,1.06,1.252,0.04079,,HAT-P-5,1.163,1.137,1.7,5960.0
HAT-P-60 b,0.574,1.631,0.06277,1772.0,HAT-P-60,1.435,2.197,2.765,6212.0
HAT-P-61 b,1.057,0.899,0.0301,1505.0,HAT-P-61,1.004,0.938,2.6,5587.0
HAT-P-62 b,0.761,1.073,0.03772,1512.0,HAT-P-62,1.023,1.17,8.1,5629.0
HAT-P-63 b,0.614,1.119,0.04294,1237.0,HAT-P-63,0.925,0.9661,9.0,5400.0
HAT-P-64 b,0.58,1.703,0.05387,1766.0,HAT-P-64,1.298,1.735,2.88,6457.0
HAT-P-65 b,0.527,1.89,0.03951,1930.0,HAT-P-65,1.212,1.86,5.46,5835.0
HAT-P-66 b,0.783,1.59,0.04363,,HAT-P-66,1.255,1.881,4.66,6002.0
HAT-P-67 b,0.34,2.085,0.06505,1903.0,HAT-P-67,1.642,1.546,1.24,6406.0
HAT-P-68 b,0.724,1.072,0.02996,1028.0,HAT-P-68,0.6785,0.67,11.1,4508.0
HAT-P-69 b,3.58,1.676,0.06555,1990.0,HAT-P-69,1.698,1.854,1.27,7724.0
HAT-P-6 b,1.057,1.33,0.05235,,HAT-P-6,1.29,1.46,2.3,6570.0
HAT-P-70 b,6.78,1.87,0.04739,2562.0,HAT-P-70,1.89,1.858,0.6,8450.0
HAT-P-7 b,1.741,1.431,0.0379,2121.0,HAT-P-7,1.51,2.0,2.07,6259.0
HAT-P-8 b,1.34,1.5,0.0449,,HAT-P-8,1.28,1.58,3.4,6200.0
HAT-P-9 b,0.67,1.4,0.053,,HAT-P-9,1.28,1.32,1.6,6350.0
HATS-10 b,0.526,0.969,0.0449,1407.0,HATS-10,1.1,1.105,3.3,5880.0
HATS-11 b,0.85,1.609,0.0507,1596.0,HATS-11,1.33,1.54,7.7,6563.0
HATS-12 b,2.38,0.692,0.0441,1446.0,HATS-12,1.16,1.17,2.36,6357.0
HATS-13 b,0.543,1.212,0.04057,1244.0,HATS-13,0.962,0.887,2.5,5523.0
HATS-14 b,1.071,1.039,0.03815,,HATS-14,0.967,0.933,4.9,5346.0
HATS-15 b,2.17,1.105,0.02712,,HATS-15,0.871,0.922,11.0,5311.0
HATS-16 b,3.27,1.3,0.03744,,HATS-16,0.97,1.238,9.5,5738.0
HATS-17 b,1.338,0.777,0.1308,814.0,HATS-17,1.131,1.091,2.1,5846.0
HATS-18 b,1.98,1.337,0.01761,2060.0,HATS-18,1.037,1.02,4.2,5600.0
HATS-19 b,0.427,1.66,0.0589,1570.0,HATS-19,1.303,1.74,3.94,5896.0
HATS-1 b,1.855,1.302,0.0444,,HATS-1,0.986,1.038,6.0,5870.0
HATS-20 b,0.273,0.776,0.04619,1147.0,HATS-20,0.91,0.892,6.4,5406.0
HATS-21 b,0.332,1.123,0.04676,1284.0,HATS-21,1.08,1.021,2.3,5695.0
HATS-22 b,2.74,0.953,0.05025,858.0,HATS-22,0.759,0.689,4.6,4803.0
HATS-23 b,1.47,1.86,0.03397,1654.0,HATS-23,1.121,1.199,4.2,5780.0
HATS-24 b,2.44,1.487,0.02547,2067.0,HATS-24,1.212,1.172,0.88,6346.0
HATS-25 b,0.613,1.26,0.05163,,HATS-25,0.994,1.107,7.5,5715.0
HATS-26 b,0.65,1.75,0.04735,,HATS-26,1.299,2.04,4.04,6071.0
HATS-27 b,0.53,1.5,0.0611,,HATS-27,1.415,1.74,2.3,6438.0
HATS-28 b,0.672,1.194,0.04131,,HATS-28,0.929,0.922,6.2,5498.0
HATS-29 b,0.653,1.251,0.05475,,HATS-29,1.032,1.073,5.5,5670.0
HATS-2 b,1.345,1.168,0.023,,HATS-2,0.882,0.898,9.7,5227.0
HATS-30 b,0.706,1.175,0.04354,,HATS-30,1.093,1.061,2.3,5943.0
HATS-31 b,0.88,1.64,0.0478,1823.0,HATS-31,1.275,1.87,4.3,6050.0
HATS-32 b,0.92,1.249,0.04024,1437.0,HATS-32,1.099,1.097,3.5,5700.0
HATS-33 b,1.192,1.23,0.03727,1429.0,HATS-33,1.062,1.022,3.0,5659.0
HATS-34 b,0.941,1.43,0.03166,1445.0,HATS-34,0.955,0.98,7.7,5380.0
HATS-35 b,1.222,1.464,0.03199,2037.0,HATS-35,1.317,1.433,2.13,6300.0
HATS-36 b,2.79,1.153,0.0523,1203.0,HATS-36,1.1,1.1,3.4,5950.0
HATS-37A b,0.099,0.606,0.04913,1085.0,HATS-37A,0.843,0.877,11.46,5326.0
HATS-38 b,0.074,0.614,0.05036,1294.0,HATS-38,0.89,1.105,11.89,5732.0
HATS-39 b,0.63,1.57,0.06,1645.0,HATS-39,1.379,1.621,2.06,6572.0
HATS-3 b,1.071,1.381,0.0485,1648.0,HATS-3,1.209,1.404,3.2,6351.0
HATS-40 b,1.59,1.58,0.04997,2100.0,HATS-40,1.56,2.26,2.07,6460.0
HATS-41 b,9.7,1.33,0.0583,1710.0,HATS-41,1.496,1.71,1.34,6424.0
HATS-42 b,1.88,1.4,0.03689,1856.0,HATS-42,1.273,1.48,3.26,6060.0
HATS-43 b,0.261,1.18,0.04944,,HATS-43,0.837,0.812,8.6,5099.0
HATS-44 b,0.56,1.067,0.03649,,HATS-44,0.86,0.847,9.7,5080.0
HATS-45 b,0.7,1.286,0.05511,,HATS-45,1.272,1.315,1.52,6450.0
HATS-46 b,0.173,0.903,0.05367,,HATS-46,0.917,0.853,3.0,5495.0
HATS-47 b,0.369,1.117,0.04269,852.9,HATS-47,0.674,0.6564,8.1,4512.0
HATS-48A b,0.243,0.8,0.03769,954.6,HATS-48A,0.7279,0.7152,11.97,4546.0
HATS-49 b,0.353,0.765,0.04515,834.8,HATS-49,0.7133,0.6977,10.5,4405.0
HATS-4 b,1.323,1.02,0.0362,1315.0,HATS-4,1.001,0.925,2.1,5403.0
HATS-50 b,0.39,1.13,0.05046,1348.0,HATS-50,1.168,1.117,1.2,5990.0
HATS-51 b,0.768,1.41,0.04639,1553.0,HATS-51,1.187,1.44,4.74,5758.0
HATS-52 b,2.24,1.382,0.02498,1834.0,HATS-52,1.111,1.046,1.2,6010.0
HATS-53 b,0.595,1.34,0.04753,1312.0,HATS-53,0.964,1.1,8.0,5644.0
HATS-54 b,0.753,1.015,0.037,1420.0,HATS-54,1.05,1.23,7.96,5621.0
HATS-55 b,0.921,1.251,0.05412,1367.0,HATS-55,1.1955,1.126,0.4,6214.0
HATS-56 b,0.602,1.688,0.06043,1902.0,HATS-56,1.573,2.201,1.894,6536.0
HATS-57 b,3.147,1.13,0.03493,1413.4,HATS-57,1.026,0.96,2.5,5587.0
HATS-58A b,1.03,1.095,0.05798,1721.0,HATS-58A,1.461,1.433,0.31,7175.0
HATS-59 b,0.806,1.126,0.06112,1128.0,HATS-59,1.038,1.036,4.3,5670.0
HATS-59 c,12.7,,2.5,176.0,HATS-59,1.038,1.036,4.3,5670.0
HATS-5 b,0.237,0.912,0.0542,1025.0,HATS-5,0.936,0.871,3.6,5304.0
HATS-60 b,0.662,1.153,0.04708,1528.0,HATS-60,1.1,1.46,7.53,5690.0
HATS-61 b,3.4,1.195,0.07908,1226.0,HATS-61,1.075,1.667,8.93,5541.0
HATS-62 b,0.179,1.055,0.04163,1237.0,HATS-62,0.911,0.923,8.0,5435.0
HATS-63 b,0.96,1.207,0.04026,1398.0,HATS-63,0.931,1.07,10.4,5626.0
HATS-64 b,0.96,1.679,0.06562,1793.0,HATS-64,1.562,2.113,1.86,6560.0
HATS-65 b,0.821,1.501,0.04497,1634.0,HATS-65,1.269,1.296,1.42,6276.0
HATS-66 b,5.33,1.411,0.04714,1998.0,HATS-66,1.406,1.851,2.29,6606.0
HATS-67 b,1.45,1.685,0.03032,2193.0,HATS-67,1.44,1.44,0.44,6605.0
HATS-68 b,1.29,1.2321,0.05071,1741.0,HATS-68,1.337,1.769,3.14,6122.0
HATS-69 b,0.577,0.945,0.03211,1295.7,HATS-69,0.892,0.8785,8.0,5137.0
HATS-6 b,0.319,0.998,0.03623,,HATS-6,0.574,0.57,,3724.0
HATS-70 b,12.9,1.384,0.03632,2730.0,HATS-70,1.78,1.88,0.81,7930.0
HATS-71A b,0.45,1.08,0.03946,567.9,HATS-71A,0.569,0.5161,,3254.0
HATS-72 b,0.1254,0.7224,0.066517,739.3,HATS-72,0.7311,0.7214,12.17,4656.1
HATS-74A b,1.46,1.032,0.02384,895.0,HATS-74A,0.6,0.5758,11.0,3777.0
HATS-75 b,0.491,0.884,0.032742,772.0,HATS-75,0.6017,0.5848,14.9,3790.4
HATS-76 b,2.629,1.079,0.02658,940.0,HATS-76,0.662,0.626,4.6,4016.0
HATS-77 b,1.374,1.165,0.03607,828.0,HATS-77,0.655,0.643,12.1,4071.0
HATS-7 b,0.12,0.563,0.04012,,HATS-7,0.849,0.815,7.8,4985.0
HATS-8 b,0.138,0.873,0.04667,1324.0,HATS-8,1.056,1.086,5.1,5679.0
HATS-9 b,0.839,1.236,0.0312,1746.0,HATS-9,1.1,1.56,10.8,5599.0
HD 100655 b,1.7,,0.76,,HD 100655,2.4,9.3,,4861.0
HD 100777 b,1.16,,1.03,,HD 100777,1.0,,2.0,5582.0
HD 10180 c,0.041217,,0.0641,,HD 10180,1.06,,4.3,5911.0
HD 10180 d,0.03696945,,0.1286,,HD 10180,1.06,,4.3,5911.0
HD 10180 e,0.07897304,,0.2699,,HD 10180,1.06,,4.3,5911.0
HD 10180 f,0.07519743,,0.4929,,HD 10180,1.06,,4.3,5911.0
HD 10180 g,0.06733159,,1.422,,HD 10180,1.06,,4.3,5911.0
HD 10180 h,0.202624,,3.4,,HD 10180,1.06,,4.3,5911.0
HD 101930 b,0.3,,0.302,,HD 101930,0.74,,5.39,5079.0
HD 102117 b,0.172,,0.1532,,HD 102117,1.03,1.27,6.21,5672.0
HD 102195 b,0.46,,0.049,,HD 102195,0.926,0.835,2.4,5291.0
HD 102272 b,5.9,,0.614,,HD 102272,1.9,10.1,,4908.0
HD 102272 c,2.6,,1.57,,HD 102272,1.9,10.1,,4908.0
HD 102329 b,5.9,,2.01,,HD 102329,1.95,6.3,1.6,4830.0
HD 102329 c,1.52,,,,HD 102329,1.95,6.3,1.6,4830.0
HD 102365 A b,0.05,,0.46,,HD 102365 A,0.85,,9.0,5650.0
HD 102843 b,0.3584,,4.074,,HD 102843,0.95,,,5436.0
HD 102956 b,0.96,,0.0807,,HD 102956,1.68,4.4,2.3,5054.0
HD 103197 b,0.098,,0.249,,HD 103197,0.9,,9.1,5303.0
HD 103720 b,0.62,,0.0498,,HD 103720,0.794,0.73,3.8,5017.0
HD 103774 A b,0.367,,0.07,,HD 103774 A,1.335,,1.05,6489.0
HD 103891 b,1.44,,3.27,,HD 103891,1.28,2.2,,6072.0
HD 103949 b,0.0352,,0.439,,HD 103949,0.77,,,4792.0
HD 104067 b,0.1954,,0.2674,,HD 104067,0.791,,4.33,4969.0
HD 104067 c,0.0415,,0.1058,,HD 104067,0.791,,4.33,4969.0
Hd 104067 d,,0.116,0.03,,HD 104067,0.791,,4.33,4969.0
HD 10442 b,2.1,,2.335,,HD 10442,1.56,,,5034.0
HD 104985 b,8.3,,0.95,,HD 104985,1.6,10.87,2.95,4786.0
HD 105618 b,0.08,,0.091,,HD 105618,1.01,1.274,,5671.0
HD 105618 c,26.491,,35.731,,HD 105618,1.01,1.274,,5671.0
HD 105779 b,0.64,,3.38,,HD 105779,0.89,0.94,,5792.0
HD 106252 b,32.86,,2.7,,HD 106252,0.96,1.09,5.02,5754.0
HD 106270 b,11.0,,4.3,,HD 106270,1.32,2.5,4.3,5638.0
HD 106315 b,0.03964,0.218,0.0907,1153.0,HD 106315,1.09,1.3,4.48,6327.0
HD 106315 c,0.04782,0.388,0.1536,886.0,HD 106315,1.09,1.3,4.48,6327.0
HD 10647 b,0.93,,2.03,,HD 10647,1.1,1.1,4.8,6039.0
HD 106515 A b,9.61,,4.59,,HD 106515 A,0.91,,6.0,5232.0
